Cation,Anion,Capacity,Cation_SMILES,Anion_SMILES
Bis(methyl)-2-hydroxyethylammonium,leucinate,28.37553,C[NH+](C)CCO,CC(C)C[C@H](N)C([O-])=O
Bis(methyl)-2-hydroxyethylammonium,lysinate,38.8352,C[NH+](C)CCO,NCCCC[C@H](N)C([O-])=O
Bis(methyl)-2-hydroxyethylammonium,methanesulfonate,8.066157,C[NH+](C)CCO,C[S]([O-])(=O)=O
Bis(methyl)-2-hydroxyethylammonium,methioninate,24.39717,C[NH+](C)CCO,CSCC[C@H](N)C([O-])=O
Bis(methyl)-2-hydroxyethylammonium,methoxyethylsulfate,2.799882,C[NH+](C)CCO,COC(C)O[S]([O-])(=O)=O
Bis(methyl)-2-hydroxyethylammonium,methylcarbonate,18.03812,C[NH+](C)CCO,COC([O-])=O
Bis(methyl)-2-hydroxyethylammonium,methylsulfate,2.948856,C[NH+](C)CCO,CO[S]([O-])(=O)=O
Bis(methyl)-2-hydroxyethylammonium,nitrate,3.993017,C[NH+](C)CCO,[O-][N+]([O-])=O
Bis(methyl)-2-hydroxyethylammonium,octylsulfate,2.351815,C[NH+](C)CCO,CCCCCCCCO[S]([O-])(=O)=O
Bis(methyl)-2-hydroxyethylammonium,pentafluoroethyltrifluoroborate,1.294465,C[NH+](C)CCO,F[B-](F)(F)C(F)(F)C(F)(F)F
Bis(methyl)-2-hydroxyethylammonium,perfluorobutanesulfonate,1.425606,C[NH+](C)CCO,CCCC[S](=O)(=O)OF
Bis(methyl)-2-hydroxyethylammonium,perfluorooctanesulfonate,1.156788,C[NH+](C)CCO,CCCCCCCC[S](=O)(=O)OF
Bis(methyl)-2-hydroxyethylammonium,hexafluorophosphate,1.301109,C[NH+](C)CCO,F[P-](F)(F)(F)(F)F
Bis(methyl)-2-hydroxyethylammonium,phosphonate,18.04822,C[NH+](C)CCO,[O-][PH]([O-])=O
Bis(methyl)-2-hydroxyethylammonium,prolinate,26.19392,C[NH+](C)CCO,[O-]C(=O)[C@@H]1CCCN1
Bis(methyl)-2-hydroxyethylammonium,propanedioate,4.397592,C[NH+](C)CCO,[O-]C(=O)CC([O-])=O
Bis(methyl)-2-hydroxyethylammonium,propanoate,38.46994,C[NH+](C)CCO,CCC([O-])=O
Bis(methyl)-2-hydroxyethylammonium,"1,1-dioxo-1,2-benzothiazol-3-olate",2.779267,C[NH+](C)CCO,[O-]C1=N[S](=O)(=O)c2ccccc12
Bis(methyl)-2-hydroxyethylammonium,salicylate,4.306723,C[NH+](C)CCO,Oc1ccccc1C([O-])=O
Bis(methyl)-2-hydroxyethylammonium,hexafluoroantimonate,1.331275,C[NH+](C)CCO,F[Sb-](F)(F)(F)(F)F
Bis(methyl)-2-hydroxyethylammonium,serinate,12.33829,C[NH+](C)CCO,N[C@@H](CO)C([O-])=O
Bis(methyl)-2-hydroxyethylammonium,sulfate,155.7391,C[NH+](C)CCO,[O-][S]([O-])(=O)=O
Bis(methyl)-2-hydroxyethylammonium,sulfamate,5.858052,C[NH+](C)CCO,N[S]([O-])(=O)=O
Bis(methyl)-2-hydroxyethylammonium,tetrachlorogallate,1.26948,C[NH+](C)CCO,[O-]C(=O)c1cc(OCl)c(OCl)c(OCl)c1Cl
Bis(methyl)-2-hydroxyethylammonium,tetrachloroindium,1.216317,C[NH+](C)CCO,[Cl]|[In-](|[Cl])(|[Cl])|[Cl]
Bis(methyl)-2-hydroxyethylammonium,tetracyanoborate,1.132613,C[NH+](C)CCO,N#C[B-](C#N)(C#N)C#N
Bis(methyl)-2-hydroxyethylammonium,thiocyanate,2.134425,C[NH+](C)CCO,[S-]C#N
Bis(methyl)-2-hydroxyethylammonium,2-amino-3-hydroxybutanoate,14.7691,C[NH+](C)CCO,CC(O)C(N)C([O-])=O
Bis(methyl)-2-hydroxyethylammonium,toluene-4-sulfonate,4.481049,C[NH+](C)CCO,Cc1ccc(cc1)[S]([O-])(=O)=O
Bis(methyl)-2-hydroxyethylammonium,tricyanomethane,1.507251,C[NH+](C)CCO,N#CC(C#N)C#N
Bis(methyl)-2-hydroxyethylammonium,"2,2,2-trifluoroethanoate",4.135744,C[NH+](C)CCO,[O-]C(=O)C(F)(F)F
Bis(methyl)-2-hydroxyethylammonium,trifluoromethane-sulfonate,1.770952,C[NH+](C)CCO,[O-][S](=O)(=O)C(F)(F)F
Bis(methyl)-2-hydroxyethylammonium,trifluoromethyltrifluoroborate,1.340211,C[NH+](C)CCO,F[B-](F)(F)C(F)(F)F
Bis(methyl)-2-hydroxyethylammonium,2-amino-3-methylbutanoate,28.13452,C[NH+](C)CCO,CC(C)C(N)C([O-])=O
ethyl-dimethyl-butylammonium,"(2r,3r)-2,3-dihydroxybutanedioate",2.783884,CCCC[N+](C)(C)CC,O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
ethyl-dimethyl-butylammonium,1-butanesulfonate,9.743469,CCCC[N+](C)(C)CC,CCCC[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,1-hexanesulfonate,9.19139,CCCC[N+](C)(C)CC,CCCCCC[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,2-(2-methoxyethoxy)ethylsulfate,2.224778,CCCC[N+](C)(C)CC,COCCOCCO[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,"2-hydroxy-1,2,3-propanetricarboxylate",1.661992,CCCC[N+](C)(C)CC,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
ethyl-dimethyl-butylammonium,2-hydroxyacetate,39.74155,CCCC[N+](C)(C)CC,OCC([O-])=O
ethyl-dimethyl-butylammonium,2-hydroxybutanedioate,3.405144,CCCC[N+](C)(C)CC,OC(CC([O-])=O)C([O-])=O
ethyl-dimethyl-butylammonium,"6-methyl-2,2-dioxo-2H-1,2λ6,3-oxathiazin-4-olate",2.470121,CCCC[N+](C)(C)CC,CC1=CC(=N[S](=O)(=O)O1)[O-]
ethyl-dimethyl-butylammonium,acetate,294.4141,CCCC[N+](C)(C)CC,CC([O-])=O
ethyl-dimethyl-butylammonium,alaninate,198.8493,CCCC[N+](C)(C)CC,C[C@H](N)C([O-])=O
ethyl-dimethyl-butylammonium,argininate,82.68078,CCCC[N+](C)(C)CC,N[C@@H](CCCNC(N)=N)C([O-])=O
ethyl-dimethyl-butylammonium,hexafluoroarsenate,0.08519242,CCCC[N+](C)(C)CC,F[As-](F)(F)(F)(F)F
ethyl-dimethyl-butylammonium,asparaginate,48.98221,CCCC[N+](C)(C)CC,N[C@@H](CC(N)=O)C([O-])=O
ethyl-dimethyl-butylammonium,aspartate,30.94456,CCCC[N+](C)(C)CC,N[C@@H](CC([O-])=O)C([O-])=O
ethyl-dimethyl-butylammonium,tetrachloroborate,0.05858991,CCCC[N+](C)(C)CC,Cl[B-](Cl)(Cl)Cl
ethyl-dimethyl-butylammonium,chlorotrifluoroborate,0.1976312,CCCC[N+](C)(C)CC,F[B-](F)(F)Cl
ethyl-dimethyl-butylammonium,benzoate,124.4205,CCCC[N+](C)(C)CC,[O-]C(=O)c1ccccc1
ethyl-dimethyl-butylammonium,tetrafluoroborate,0.5192744,CCCC[N+](C)(C)CC,F[B-](F)(F)F
ethyl-dimethyl-butylammonium,"bis(2,4,4-trimethylpentyl)phosphinate",144.7861,CCCC[N+](C)(C)CC,CC(CC(C)(C)C)C[P]([O-])(=O)CC(C)CC(C)(C)C
ethyl-dimethyl-butylammonium,bis(pentafluoroethylsulfonyl)amide,0.1147221,CCCC[N+](C)(C)CC,FC(F)(F)C(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)C(F)(F)F
ethyl-dimethyl-butylammonium,bis(trifluoromethylsulfonyl)methane,0.1979318,CCCC[N+](C)(C)CC,FC(F)(F)[S](=O)(=O)C[S](=O)(=O)C(F)(F)F
ethyl-dimethyl-butylammonium,bis-pentafluoroethyl-phosphinate,1.442095,CCCC[N+](C)(C)CC,[O-][P](=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
ethyl-dimethyl-butylammonium,bromide,6.403388,CCCC[N+](C)(C)CC,[Br-]
ethyl-dimethyl-butylammonium,butanedioate,8.061964,CCCC[N+](C)(C)CC,[O-]C(=O)CCC([O-])=O
ethyl-dimethyl-butylammonium,butanoate,274.4248,CCCC[N+](C)(C)CC,CCCC([O-])=O
ethyl-dimethyl-butylammonium,butylsulfate,2.094233,CCCC[N+](C)(C)CC,CCCCO[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,chloride,20.98184,CCCC[N+](C)(C)CC,[Cl-]
ethyl-dimethyl-butylammonium,chlorate,0.3105275,CCCC[N+](C)(C)CC,[O-][Cl](=O)=O
ethyl-dimethyl-butylammonium,decanoate,235.1226,CCCC[N+](C)(C)CC,CCCCCCCCCC([O-])=O
ethyl-dimethyl-butylammonium,dibutylphosphate,28.333,CCCC[N+](C)(C)CC,CCCCO[P]([O-])(=O)OCCCC
ethyl-dimethyl-butylammonium,dicyanamide,3.617587,CCCC[N+](C)(C)CC,N#C[N-]C#N
ethyl-dimethyl-butylammonium,diethylphosphate,33.15114,CCCC[N+](C)(C)CC,CCO[P]([O-])(=O)OCC
ethyl-dimethyl-butylammonium,dihydrogen-phosphate,18.27817,CCCC[N+](C)(C)CC,O[P](O)([O-])=O
ethyl-dimethyl-butylammonium,dimethylphosphate,30.33364,CCCC[N+](C)(C)CC,CO[P]([O-])(=O)OC
ethyl-dimethyl-butylammonium,dodecylsulfate,1.564893,CCCC[N+](C)(C)CC,CCCCCCCCCCCCO[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,ethoxyethylsulfate,1.954935,CCCC[N+](C)(C)CC,CCOC(C)O[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,ethylsulfate,2.324621,CCCC[N+](C)(C)CC,CCO[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,fluoride,3149.872,CCCC[N+](C)(C)CC,[F-]
ethyl-dimethyl-butylammonium,formate,95.03994,CCCC[N+](C)(C)CC,[O-]C=O
ethyl-dimethyl-butylammonium,glutamate,35.50584,CCCC[N+](C)(C)CC,N[C@@H](CCC([O-])=O)C([O-])=O
ethyl-dimethyl-butylammonium,glutaminate,57.21277,CCCC[N+](C)(C)CC,N[C@@H](CCC(N)=O)C([O-])=O
ethyl-dimethyl-butylammonium,glycinate,206.1774,CCCC[N+](C)(C)CC,NCC([O-])=O
ethyl-dimethyl-butylammonium,heptafluorobutanoate,5.622785,CCCC[N+](C)(C)CC,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
ethyl-dimethyl-butylammonium,histidinate,76.68892,CCCC[N+](C)(C)CC,N[C@@H](Cc1c[nH]cn1)C([O-])=O
ethyl-dimethyl-butylammonium,hydrogencarbonate,33.16043,CCCC[N+](C)(C)CC,OC([O-])=O
ethyl-dimethyl-butylammonium,hydrogensulfate,2.783662,CCCC[N+](C)(C)CC,O[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,iodide,1.736128,CCCC[N+](C)(C)CC,[I-]
ethyl-dimethyl-butylammonium,triiodide,0.04873476,CCCC[N+](C)(C)CC,I[I-]I
ethyl-dimethyl-butylammonium,isoleucinate,169.1401,CCCC[N+](C)(C)CC,CC[C@H](C)[C@H](N)C([O-])=O
ethyl-dimethyl-butylammonium,lactate,40.3466,CCCC[N+](C)(C)CC,CC(O)C([O-])=O
ethyl-dimethyl-butylammonium,leucinate,168.6317,CCCC[N+](C)(C)CC,CC(C)C[C@H](N)C([O-])=O
ethyl-dimethyl-butylammonium,lysinate,188.63,CCCC[N+](C)(C)CC,NCCCC[C@H](N)C([O-])=O
ethyl-dimethyl-butylammonium,methanesulfonate,10.58415,CCCC[N+](C)(C)CC,C[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,methioninate,141.361,CCCC[N+](C)(C)CC,CSCC[C@H](N)C([O-])=O
ethyl-dimethyl-butylammonium,methoxyethylsulfate,2.048314,CCCC[N+](C)(C)CC,COC(C)O[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,methylcarbonate,48.36552,CCCC[N+](C)(C)CC,COC([O-])=O
ethyl-dimethyl-butylammonium,methylsulfate,2.228563,CCCC[N+](C)(C)CC,CO[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,nitrate,4.775445,CCCC[N+](C)(C)CC,[O-][N+]([O-])=O
ethyl-dimethyl-butylammonium,octylsulfate,1.805427,CCCC[N+](C)(C)CC,CCCCCCCCO[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,pentafluoroethyltrifluoroborate,0.178506,CCCC[N+](C)(C)CC,F[B-](F)(F)C(F)(F)C(F)(F)F
ethyl-dimethyl-butylammonium,perfluorobutanesulfonate,0.6004098,CCCC[N+](C)(C)CC,CCCC[S](=O)(=O)OF
ethyl-dimethyl-butylammonium,perfluorooctanesulfonate,0.4795521,CCCC[N+](C)(C)CC,CCCCCCCC[S](=O)(=O)OF
ethyl-dimethyl-butylammonium,hexafluorophosphate,0.1112069,CCCC[N+](C)(C)CC,F[P-](F)(F)(F)(F)F
ethyl-dimethyl-butylammonium,phosphonate,41.44334,CCCC[N+](C)(C)CC,[O-][PH]([O-])=O
ethyl-dimethyl-butylammonium,prolinate,146.3919,CCCC[N+](C)(C)CC,[O-]C(=O)[C@@H]1CCCN1
ethyl-dimethyl-butylammonium,propanedioate,6.383504,CCCC[N+](C)(C)CC,[O-]C(=O)CC([O-])=O
ethyl-dimethyl-butylammonium,propanoate,292.4188,CCCC[N+](C)(C)CC,CCC([O-])=O
ethyl-dimethyl-butylammonium,"1,1-dioxo-1,2-benzothiazol-3-olate",3.442497,CCCC[N+](C)(C)CC,[O-]C1=N[S](=O)(=O)c2ccccc12
ethyl-dimethyl-butylammonium,salicylate,14.00182,CCCC[N+](C)(C)CC,Oc1ccccc1C([O-])=O
ethyl-dimethyl-butylammonium,hexafluoroantimonate,0.0783944,CCCC[N+](C)(C)CC,F[Sb-](F)(F)(F)(F)F
ethyl-dimethyl-butylammonium,serinate,49.2627,CCCC[N+](C)(C)CC,N[C@@H](CO)C([O-])=O
ethyl-dimethyl-butylammonium,sulfate,420.3225,CCCC[N+](C)(C)CC,[O-][S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,sulfamate,6.633133,CCCC[N+](C)(C)CC,N[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,tetrachlorogallate,0.04860529,CCCC[N+](C)(C)CC,[O-]C(=O)c1cc(OCl)c(OCl)c(OCl)c1Cl
ethyl-dimethyl-butylammonium,tetrachloroindium,0.04803897,CCCC[N+](C)(C)CC,[Cl]|[In-](|[Cl])(|[Cl])|[Cl]
ethyl-dimethyl-butylammonium,tetracyanoborate,0.2896295,CCCC[N+](C)(C)CC,N#C[B-](C#N)(C#N)C#N
ethyl-dimethyl-butylammonium,thiocyanate,3.032318,CCCC[N+](C)(C)CC,[S-]C#N
ethyl-dimethyl-butylammonium,2-amino-3-hydroxybutanoate,62.17899,CCCC[N+](C)(C)CC,CC(O)C(N)C([O-])=O
ethyl-dimethyl-butylammonium,toluene-4-sulfonate,5.321244,CCCC[N+](C)(C)CC,Cc1ccc(cc1)[S]([O-])(=O)=O
ethyl-dimethyl-butylammonium,tricyanomethane,0.8124809,CCCC[N+](C)(C)CC,N#CC(C#N)C#N
ethyl-dimethyl-butylammonium,"2,2,2-trifluoroethanoate",8.144535,CCCC[N+](C)(C)CC,[O-]C(=O)C(F)(F)F
ethyl-dimethyl-butylammonium,trifluoromethane-sulfonate,0.8817887,CCCC[N+](C)(C)CC,[O-][S](=O)(=O)C(F)(F)F
ethyl-dimethyl-butylammonium,trifluoromethyltrifluoroborate,0.1947005,CCCC[N+](C)(C)CC,F[B-](F)(F)C(F)(F)F
ethyl-dimethyl-butylammonium,2-amino-3-methylbutanoate,166.7452,CCCC[N+](C)(C)CC,CC(C)C(N)C([O-])=O
ethyl-dimethyl-propylammonium,"(2r,3r)-2,3-dihydroxybutanedioate",2.897816,CCC[N+](C)(C)CC,O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
ethyl-dimethyl-propylammonium,1-butanesulfonate,10.14019,CCC[N+](C)(C)CC,CCCC[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,1-hexanesulfonate,9.518594,CCC[N+](C)(C)CC,CCCCCC[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,2-(2-methoxyethoxy)ethylsulfate,2.302504,CCC[N+](C)(C)CC,COCCOCCO[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,"2-hydroxy-1,2,3-propanetricarboxylate",1.724103,CCC[N+](C)(C)CC,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
ethyl-dimethyl-propylammonium,2-hydroxyacetate,42.19565,CCC[N+](C)(C)CC,OCC([O-])=O
ethyl-dimethyl-propylammonium,2-hydroxybutanedioate,3.553799,CCC[N+](C)(C)CC,OC(CC([O-])=O)C([O-])=O
ethyl-dimethyl-propylammonium,"6-methyl-2,2-dioxo-2H-1,2λ6,3-oxathiazin-4-olate",2.57134,CCC[N+](C)(C)CC,CC1=CC(=N[S](=O)(=O)O1)[O-]
ethyl-dimethyl-propylammonium,acetate,316.3019,CCC[N+](C)(C)CC,CC([O-])=O
ethyl-dimethyl-propylammonium,alaninate,211.4011,CCC[N+](C)(C)CC,C[C@H](N)C([O-])=O
ethyl-dimethyl-propylammonium,argininate,86.45441,CCC[N+](C)(C)CC,N[C@@H](CCCNC(N)=N)C([O-])=O
ethyl-dimethyl-propylammonium,hexafluoroarsenate,0.08859651,CCC[N+](C)(C)CC,F[As-](F)(F)(F)(F)F
ethyl-dimethyl-propylammonium,asparaginate,51.36758,CCC[N+](C)(C)CC,N[C@@H](CC(N)=O)C([O-])=O
ethyl-dimethyl-propylammonium,aspartate,32.50738,CCC[N+](C)(C)CC,N[C@@H](CC([O-])=O)C([O-])=O
ethyl-dimethyl-propylammonium,tetrachloroborate,0.06068779,CCC[N+](C)(C)CC,Cl[B-](Cl)(Cl)Cl
ethyl-dimethyl-propylammonium,chlorotrifluoroborate,0.2070008,CCC[N+](C)(C)CC,F[B-](F)(F)Cl
ethyl-dimethyl-propylammonium,benzoate,131.8094,CCC[N+](C)(C)CC,[O-]C(=O)c1ccccc1
ethyl-dimethyl-propylammonium,tetrafluoroborate,0.5490571,CCC[N+](C)(C)CC,F[B-](F)(F)F
ethyl-dimethyl-propylammonium,"bis(2,4,4-trimethylpentyl)phosphinate",150.7311,CCC[N+](C)(C)CC,CC(CC(C)(C)C)C[P]([O-])(=O)CC(C)CC(C)(C)C
ethyl-dimethyl-propylammonium,bis(pentafluoroethylsulfonyl)amide,0.1182478,CCC[N+](C)(C)CC,FC(F)(F)C(F)(F)[S](=O)(=O)[N-][S](=O)(=O)C(F)(F)C(F)(F)F
ethyl-dimethyl-propylammonium,bis(trifluoromethylsulfonyl)methane,0.2050456,CCC[N+](C)(C)CC,FC(F)(F)[S](=O)(=O)C[S](=O)(=O)C(F)(F)F
ethyl-dimethyl-propylammonium,bis-pentafluoroethyl-phosphinate,1.497905,CCC[N+](C)(C)CC,[O-][P](=O)(C(F)(F)C(F)(F)F)C(F)(F)C(F)(F)F
ethyl-dimethyl-propylammonium,bromide,6.936985,CCC[N+](C)(C)CC,[Br-]
ethyl-dimethyl-propylammonium,butanedioate,8.445613,CCC[N+](C)(C)CC,[O-]C(=O)CCC([O-])=O
ethyl-dimethyl-propylammonium,butanoate,291.928,CCC[N+](C)(C)CC,CCCC([O-])=O
ethyl-dimethyl-propylammonium,butylsulfate,2.176237,CCC[N+](C)(C)CC,CCCCO[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,chloride,22.74845,CCC[N+](C)(C)CC,[Cl-]
ethyl-dimethyl-propylammonium,chlorate,0.3265106,CCC[N+](C)(C)CC,[O-][Cl](=O)=O
ethyl-dimethyl-propylammonium,decanoate,246.9775,CCC[N+](C)(C)CC,CCCCCCCCCC([O-])=O
ethyl-dimethyl-propylammonium,dibutylphosphate,29.27949,CCC[N+](C)(C)CC,CCCCO[P]([O-])(=O)OCCCC
ethyl-dimethyl-propylammonium,dicyanamide,3.798997,CCC[N+](C)(C)CC,N#C[N-]C#N
ethyl-dimethyl-propylammonium,diethylphosphate,34.47234,CCC[N+](C)(C)CC,CCO[P]([O-])(=O)OCC
ethyl-dimethyl-propylammonium,dihydrogen-phosphate,19.4224,CCC[N+](C)(C)CC,O[P](O)([O-])=O
ethyl-dimethyl-propylammonium,dimethylphosphate,31.7692,CCC[N+](C)(C)CC,CO[P]([O-])(=O)OC
ethyl-dimethyl-propylammonium,dodecylsulfate,1.609023,CCC[N+](C)(C)CC,CCCCCCCCCCCCO[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,ethoxyethylsulfate,2.028724,CCC[N+](C)(C)CC,CCOC(C)O[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,ethylsulfate,2.430962,CCC[N+](C)(C)CC,CCO[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,fluoride,3490.664,CCC[N+](C)(C)CC,[F-]
ethyl-dimethyl-propylammonium,formate,102.2946,CCC[N+](C)(C)CC,[O-]C=O
ethyl-dimethyl-propylammonium,glutamate,37.18581,CCC[N+](C)(C)CC,N[C@@H](CCC([O-])=O)C([O-])=O
ethyl-dimethyl-propylammonium,glutaminate,60.01216,CCC[N+](C)(C)CC,N[C@@H](CCC(N)=O)C([O-])=O
ethyl-dimethyl-propylammonium,glycinate,220.1848,CCC[N+](C)(C)CC,NCC([O-])=O
ethyl-dimethyl-propylammonium,heptafluorobutanoate,5.865673,CCC[N+](C)(C)CC,[O-]C(=O)C(F)(F)C(F)(F)C(F)(F)F
ethyl-dimethyl-propylammonium,histidinate,80.45413,CCC[N+](C)(C)CC,N[C@@H](Cc1c[nH]cn1)C([O-])=O
ethyl-dimethyl-propylammonium,hydrogencarbonate,35.51117,CCC[N+](C)(C)CC,OC([O-])=O
ethyl-dimethyl-propylammonium,hydrogensulfate,2.936614,CCC[N+](C)(C)CC,O[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,iodide,1.864489,CCC[N+](C)(C)CC,[I-]
ethyl-dimethyl-propylammonium,triiodide,0.05027422,CCC[N+](C)(C)CC,I[I-]I
ethyl-dimethyl-propylammonium,isoleucinate,178.4676,CCC[N+](C)(C)CC,CC[C@H](C)[C@H](N)C([O-])=O
ethyl-dimethyl-propylammonium,lactate,42.62186,CCC[N+](C)(C)CC,CC(O)C([O-])=O
ethyl-dimethyl-propylammonium,leucinate,177.6823,CCC[N+](C)(C)CC,CC(C)C[C@H](N)C([O-])=O
ethyl-dimethyl-propylammonium,lysinate,198.0238,CCC[N+](C)(C)CC,NCCCC[C@H](N)C([O-])=O
ethyl-dimethyl-propylammonium,methanesulfonate,11.19276,CCC[N+](C)(C)CC,C[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,methioninate,148.8676,CCC[N+](C)(C)CC,CSCC[C@H](N)C([O-])=O
ethyl-dimethyl-propylammonium,methoxyethylsulfate,2.132036,CCC[N+](C)(C)CC,COC(C)O[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,methylcarbonate,51.19834,CCC[N+](C)(C)CC,COC([O-])=O
ethyl-dimethyl-propylammonium,methylsulfate,2.342918,CCC[N+](C)(C)CC,CO[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,nitrate,5.086842,CCC[N+](C)(C)CC,[O-][N+]([O-])=O
ethyl-dimethyl-propylammonium,octylsulfate,1.864023,CCC[N+](C)(C)CC,CCCCCCCCO[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,pentafluoroethyltrifluoroborate,0.1861667,CCC[N+](C)(C)CC,F[B-](F)(F)C(F)(F)C(F)(F)F
ethyl-dimethyl-propylammonium,perfluorobutanesulfonate,0.622269,CCC[N+](C)(C)CC,CCCC[S](=O)(=O)OF
ethyl-dimethyl-propylammonium,perfluorooctanesulfonate,0.4935294,CCC[N+](C)(C)CC,CCCCCCCC[S](=O)(=O)OF
ethyl-dimethyl-propylammonium,hexafluorophosphate,0.115933,CCC[N+](C)(C)CC,F[P-](F)(F)(F)(F)F
ethyl-dimethyl-propylammonium,phosphonate,44.13032,CCC[N+](C)(C)CC,[O-][PH]([O-])=O
ethyl-dimethyl-propylammonium,prolinate,154.6937,CCC[N+](C)(C)CC,[O-]C(=O)[C@@H]1CCCN1
ethyl-dimethyl-propylammonium,propanedioate,6.70308,CCC[N+](C)(C)CC,[O-]C(=O)CC([O-])=O
ethyl-dimethyl-propylammonium,propanoate,312.4446,CCC[N+](C)(C)CC,CCC([O-])=O
ethyl-dimethyl-propylammonium,"1,1-dioxo-1,2-benzothiazol-3-olate",3.575186,CCC[N+](C)(C)CC,[O-]C1=N[S](=O)(=O)c2ccccc12
ethyl-dimethyl-propylammonium,salicylate,14.66461,CCC[N+](C)(C)CC,Oc1ccccc1C([O-])=O
ethyl-dimethyl-propylammonium,hexafluoroantimonate,0.0816125,CCC[N+](C)(C)CC,F[Sb-](F)(F)(F)(F)F
ethyl-dimethyl-propylammonium,serinate,52.10064,CCC[N+](C)(C)CC,N[C@@H](CO)C([O-])=O
ethyl-dimethyl-propylammonium,sulfate,457.9694,CCC[N+](C)(C)CC,[O-][S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,sulfamate,7.036404,CCC[N+](C)(C)CC,N[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,tetrachlorogallate,0.05038696,CCC[N+](C)(C)CC,[O-]C(=O)c1cc(OCl)c(OCl)c(OCl)c1Cl
ethyl-dimethyl-propylammonium,tetrachloroindium,0.04968845,CCC[N+](C)(C)CC,[Cl]|[In-](|[Cl])(|[Cl])|[Cl]
ethyl-dimethyl-propylammonium,tetracyanoborate,0.299901,CCC[N+](C)(C)CC,N#C[B-](C#N)(C#N)C#N
ethyl-dimethyl-propylammonium,thiocyanate,3.210245,CCC[N+](C)(C)CC,[S-]C#N
ethyl-dimethyl-propylammonium,2-amino-3-hydroxybutanoate,65.4926,CCC[N+](C)(C)CC,CC(O)C(N)C([O-])=O
ethyl-dimethyl-propylammonium,toluene-4-sulfonate,5.520548,CCC[N+](C)(C)CC,Cc1ccc(cc1)[S]([O-])(=O)=O
ethyl-dimethyl-propylammonium,tricyanomethane,0.8450303,CCC[N+](C)(C)CC,N#CC(C#N)C#N
ethyl-dimethyl-propylammonium,"2,2,2-trifluoroethanoate",8.547486,CCC[N+](C)(C)CC,[O-]C(=O)C(F)(F)F
ethyl-dimethyl-propylammonium,trifluoromethane-sulfonate,0.9199437,CCC[N+](C)(C)CC,[O-][S](=O)(=O)C(F)(F)F
ethyl-dimethyl-propylammonium,trifluoromethyltrifluoroborate,0.2031211,CCC[N+](C)(C)CC,F[B-](F)(F)C(F)(F)F
ethyl-dimethyl-propylammonium,2-amino-3-methylbutanoate,176.1555,CCC[N+](C)(C)CC,CC(C)C(N)C([O-])=O
heptyltrimethylammonium,"(2r,3r)-2,3-dihydroxybutanedioate",2.438095,CCCCCCC[N+](C)(C)C,O[C@H]([C@@H](O)C([O-])=O)C([O-])=O
heptyltrimethylammonium,1-butanesulfonate,8.204782,CCCCCCC[N+](C)(C)C,CCCC[S]([O-])(=O)=O
heptyltrimethylammonium,1-hexanesulfonate,7.823619,CCCCCCC[N+](C)(C)C,CCCCCC[S]([O-])(=O)=O
heptyltrimethylammonium,2-(2-methoxyethoxy)ethylsulfate,2.008578,CCCCCCC[N+](C)(C)C,COCCOCCO[S]([O-])(=O)=O
heptyltrimethylammonium,"2-hydroxy-1,2,3-propanetricarboxylate",1.490836,CCCCCCC[N+](C)(C)C,OC(CC([O-])=O)(CC([O-])=O)C([O-])=O
heptyltrimethylammonium,2-hydroxyacetate,30.60206,CCCCCCC[N+](C)(C)C,OCC([O-])=O
